dat_key_hex,relative_path,dat_sha256,token_class,token,first_offset_hex,occurrences
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_b3_brl1l_h,0x12229,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_b3_brl1s_h,0x12252,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_b3_cup2_h,0x122B8,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_b3_lmp1_h,0x120FB,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_b3_obj4_h,0x122DF,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_c_boss1_h,0xF9AB,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_c_iwa1_h,0x12034,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_c_iwa2_h,0x1207E,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_c_iwa4_h,0x106AE,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_c_iwa8_h,0x12059,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_c_iwa9_h,0x106E7,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_clf_st1_h,0xF96E,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_clf_st1_t,0x117D1,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_clf_st3_h,0x10454,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_cli_ci1_h,0x10493,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_cli_ci2_h,0xFF08,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_cli_ci3_h,0xFFD7,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_cli_ci3_t,0x11808,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_cli_ci5_h,0xFA51,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_cli_ci8_h,0xF9FE,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_cli_ci9_h,0xFE5E,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_cli_co1_h,0xFAA4,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_cli_co2_h,0x10654,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_cli_co3_h,0xFB9D,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_cli_co3_t,0x11863,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_cli_fl1_h,0x1215E,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_cli_st2_h,0x105FD,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_cli_st2_t,0x118CA,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_cli_st3_h,0xFAF7,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_cli_st3_t,0x11925,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_cli_st7_h,0xFB4A,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_eteri_01_h,0x12AE4,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_eteri_02_h,0x12B26,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_eteri_03_h,0x12B68,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_eteri_04_h,0x12BAA,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_eteri_05_h,0x12BEC,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_p0_rockg_h,0x10D8B,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_p0_rockk_h,0x10DCD,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_p0_rockm_h,0x10E0F,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_p0_rockp_h,0x10E51,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_p0_rockq_h,0x10E93,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_p0_rockr_h,0x10ED5,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_p0_rockr_h_1,0x11015,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_p0_rockt_h,0x10F17,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_p0_rockv_h,0x10F59,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_p1_egg3_h,0x11703,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_p1_egg5_h,0x10D4C,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_p1_egg7_h,0x11756,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_p1_gum1_h,0x12A3F,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_p1_gum2_h,0x10CF9,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_p1_gum3_h,0x1158C,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_p1_gum4_h,0x115CB,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_p1_gum5_h,0x1160A,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_p1_gum6_h,0x11649,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_p1_gum8_h,0x11688,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_roa_ed1_h,0xFE0B,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_roa_ed1_t,0x1195C,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_roa_ed1_w,0x11A02,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_rob_ci1_h,0xF8DE,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_rob_ci2_h,0xFF2D,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_rob_ci2r_h,0xFF80,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_rob_ci3_h,0x1002E,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_rob_ci3_w,0x11A5A,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_rob_co1_h,0x10C5A,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_rob_co1_w,0x11AB2,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_rob_co4_h,0x10824,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_rob_co4_w,0x11AF1,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_rob_co5_h,0x1087B,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_rob_fl1_h,0x10228,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_rob_fl1_w,0x11B30,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_rob_fl2_h,0x103FD,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_rob_fl2_w,0x11B88,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_rob_st1_h,0x101D5,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_rob_st1_w,0x11BC7,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_rob_st2_h,0x10AE8,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_rob_st3_h,0x10182,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_rob_st3_t,0x11994,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_rob_st3_w,0x11C06,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_ta8_cn1_h,0x102AD,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_ta8_cn1r_h,0x10081,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_ta8_st1_h,0x1012F,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_tb8_cn1_h,0x10300,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_tb8_cn1r_h,0x10353,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_tb8_cn1r_w,0x11C45,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_tua_br1_h,0xFD65,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_tua_cn1_h,0xFBC2,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_tua_cn1_w,0x11C87,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_tua_ed1_h,0xFC15,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_tua_st1_h,0xFDB8,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_tua_st1_w,0x11CC6,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_tub_cn1_h,0x103AA,1
0x28D90006,data/28/D9/00/06.DAT,98bc9d3a0111de81a95b01a3e1c9a94453f51f11169634eea0c80f97d329b368,control_group,sgrp_r0d0_tub_cn1_t,0x119CB,1
